State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10
Nevada,Nye,2017,365,346,15,3,1,0,0,167,37,19,0,0,0,0,0,365
Nevada,Washoe,2017,365,202,159,4,0,0,0,126,76,49,0,8,273,0,73,11
Nevada,White Pine,2017,356,290,66,0,0,0,0,90,58,44,0,0,354,0,2,0
New Hampshire,Belknap,2017,308,289,19,0,0,0,0,84,48,32,0,0,203,0,105,0
New Hampshire,Cheshire,2017,364,323,41,0,0,0,0,93,52,35,0,0,287,0,77,0
New Hampshire,Coos,2017,356,293,60,2,1,0,0,174,61,43,0,0,349,0,7,0
New Hampshire,Grafton,2017,365,339,26,0,0,0,0,80,48,35,0,0,254,0,111,0
New Hampshire,Hillsborough,2017,365,342,22,1,0,0,0,101,47,37,0,0,354,1,10,0
New Hampshire,Merrimack,2017,365,353,12,0,0,0,0,90,45,32,0,0,364,1,0,0
New Hampshire,Rockingham,2017,365,333,30,2,0,0,0,112,50,38,0,0,323,0,42,0
New Jersey,Atlantic,2017,365,307,58,0,0,0,0,90,54,38,0,0,282,0,83,0
New Jersey,Bergen,2017,365,259,99,7,0,0,0,140,62,42,0,95,139,0,131,0
New Jersey,Camden,2017,365,231,120,14,0,0,0,143,69,45,0,19,171,0,175,0
New Jersey,Cumberland,2017,364,316,48,0,0,0,0,84,54,36,0,20,236,0,108,0
New Jersey,Essex,2017,365,287,77,1,0,0,0,101,58,39,0,84,131,0,150,0
New Jersey,Gloucester,2017,298,255,37,6,0,0,0,126,60,37,0,0,248,0,50,0
New Jersey,Hudson,2017,365,255,107,3,0,0,0,115,63,41,0,83,104,0,178,0
New Jersey,Hunterdon,2017,364,293,67,4,0,0,0,122,59,39,0,0,217,0,147,0
New Jersey,Mercer,2017,365,279,82,4,0,0,0,133,61,40,0,0,219,0,146,0
New Jersey,Middlesex,2017,365,288,71,6,0,0,0,133,59,38,0,8,213,0,144,0
New Jersey,Monmouth,2017,258,245,12,1,0,0,0,101,47,31,0,0,258,0,0,0
New Jersey,Morris,2017,363,326,34,3,0,0,0,115,51,35,0,12,333,0,18,0
New Jersey,Ocean,2017,359,311,44,4,0,0,0,133,55,37,0,0,234,0,125,0
New Jersey,Passaic,2017,299,261,37,1,0,0,0,112,53,38,0,0,247,0,52,0
New Jersey,Union,2017,365,237,127,1,0,0,0,101,63,43,0,71,0,0,294,0
New Jersey,Warren,2017,364,305,58,1,0,0,0,101,55,36,0,28,180,0,156,0
New Mexico,Bernalillo,2017,365,170,191,4,0,0,0,119,78,51,0,2,254,0,31,78
New Mexico,Catron,2017,114,110,2,2,0,0,0,129,24,9,0,0,0,0,114,0
New Mexico,Chaves,2017,119,115,3,1,0,0,0,112,33,18,0,0,0,0,119,0
New Mexico,Dona Ana,2017,365,131,200,27,4,0,3,617,100,57,0,1,257,0,30,77
New Mexico,Eddy,2017,365,245,110,10,0,0,0,140,80,45,0,3,362,0,0,0
New Mexico,Lea,2017,365,243,118,4,0,0,0,133,68,45,0,1,281,0,83,0
New Mexico,Lincoln,2017,111,110,1,0,0,0,0,51,23,11,0,0,0,0,111,0
New Mexico,Los Alamos,2017,116,116,0,0,0,0,0,45,20,9,0,0,0,0,116,0
New Mexico,Luna,2017,360,340,15,5,0,0,0,136,36,19,0,0,0,0,0,360
New Mexico,Rio Arriba,2017,360,269,88,3,0,0,0,105,67,45,0,0,358,0,2,0
New Mexico,San Juan,2017,365,230,129,6,0,0,0,133,80,47,0,5,359,0,0,1
New Mexico,Sandoval,2017,364,269,94,1,0,0,0,105,71,44,0,0,364,0,0,0
New Mexico,Santa Fe,2017,365,285,80,0,0,0,0,100,61,44,0,0,354,0,11,0
New Mexico,Socorro,2017,117,116,1,0,0,0,0,57,20,10,0,0,0,0,117,0
New Mexico,Taos,2017,352,344,8,0,0,0,0,58,28,12,0,0,0,0,352,0
New Mexico,Valencia,2017,361,262,98,1,0,0,0,101,67,44,0,0,361,0,0,0
New York,Albany,2017,365,310,55,0,0,0,0,84,53,37,0,0,241,0,124,0
New York,Bronx,2017,365,291,72,2,0,0,0,136,59,39,0,101,166,0,98,0
New York,Chautauqua,2017,355,320,33,2,0,0,0,129,50,37,0,0,319,9,27,0
New York,Dutchess,2017,363,346,16,1,0,0,0,101,45,32,0,0,355,8,0,0
New York,Erie,2017,365,282,82,1,0,0,0,119,61,39,0,19,185,0,160,1
New York,Essex,2017,365,312,53,0,0,0,0,90,61,39,0,0,360,0,5,0
New York,Franklin,2017,365,357,8,0,0,0,0,93,41,25,0,118,198,49,0,0
New York,Hamilton,2017,364,347,17,0,0,0,0,87,45,34,0,0,358,6,0,0
New York,Herkimer,2017,319,315,4,0,0,0,0,77,42,31,0,0,312,7,0,0
New York,Jefferson,2017,326,309,15,2,0,0,0,101,46,34,0,0,326,0,0,0
New York,Kings,2017,344,310,34,0,0,0,0,72,50,28,0,0,0,0,344,0
New York,Monroe,2017,365,312,50,3,0,0,0,112,53,37,0,3,220,2,140,0
New York,Nassau,2017,365,342,23,0,0,0,0,64,45,23,0,0,0,22,343,0
New York,New York,2017,365,261,102,2,0,0,0,122,61,41,0,0,135,0,230,0
New York,Niagara,2017,249,229,19,1,0,0,0,105,48,35,0,0,249,0,0,0
New York,Oneida,2017,359,343,16,0,0,0,0,62,40,20,0,0,0,0,359,0
New York,Onondaga,2017,365,340,25,0,0,0,0,93,48,35,0,0,305,0,60,0
New York,Orange,2017,365,333,32,0,0,0,0,82,48,34,0,0,257,0,108,0
New York,Oswego,2017,360,346,14,0,0,0,0,87,44,34,0,0,360,0,0,0
New York,Putnam,2017,360,339,18,3,0,0,0,112,47,34,0,0,356,4,0,0
New York,Queens,2017,365,288,71,5,1,0,0,151,61,39,0,89,158,0,118,0
New York,Richmond,2017,365,297,61,7,0,0,0,136,58,38,0,0,220,0,145,0
New York,Rockland,2017,365,340,24,1,0,0,0,105,48,35,0,0,310,0,55,0
New York,Saratoga,2017,354,341,13,0,0,0,0,90,45,34,0,0,354,0,0,0
New York,Seneca,2017,349,349,0,0,0,0,0,20,1,0,0,0,0,349,0,0
New York,St. Lawrence,2017,363,280,61,22,0,0,0,112,86,17,0,0,0,363,0,0
New York,Steuben,2017,363,349,14,0,0,0,0,91,45,34,1,0,309,0,53,0
New York,Suffolk,2017,365,312,44,7,2,0,0,159,58,39,0,0,281,0,84,0
New York,Tompkins,2017,365,350,15,0,0,0,0,71,45,34,0,0,351,14,0,0
New York,Wayne,2017,306,287,18,1,0,0,0,101,47,36,0,0,306,0,0,0
New York,Westchester,2017,363,327,31,5,0,0,0,112,50,37,0,0,288,0,75,0
North Carolina,Alexander,2017,293,272,21,0,0,0,0,93,49,38,0,0,234,0,0,59
North Carolina,Avery,2017,360,332,28,0,0,0,0,93,49,40,0,0,355,0,5,0
North Carolina,Beaufort,2017,365,365,0,0,0,0,0,31,11,1,0,0,0,365,0,0
North Carolina,Brunswick,2017,362,328,29,5,0,0,0,117,49,0,0,0,0,362,0,0
North Carolina,Buncombe,2017,365,325,40,0,0,0,0,84,51,39,0,0,184,3,178,0
North Carolina,Caldwell,2017,299,269,30,0,0,0,0,90,51,40,0,0,239,60,0,0
North Carolina,Carteret,2017,341,330,11,0,0,0,0,64,46,35,0,0,341,0,0,0
North Carolina,Caswell,2017,291,275,16,0,0,0,0,71,48,37,0,0,234,0,0,57
North Carolina,Catawba,2017,348,282,66,0,0,0,0,86,56,33,0,0,0,0,348,0
North Carolina,Cumberland,2017,365,268,97,0,0,0,0,100,58,43,0,0,162,0,202,1
North Carolina,Davidson,2017,359,294,65,0,0,0,0,73,55,35,0,0,0,0,359,0
North Carolina,Durham,2017,365,269,96,0,0,0,0,100,58,43,0,0,168,0,197,0
North Carolina,Edgecombe,2017,362,319,43,0,0,0,0,80,51,37,0,0,199,0,163,0
North Carolina,Forsyth,2017,365,290,75,0,0,0,0,100,60,43,0,12,221,0,132,0
North Carolina,Graham,2017,227,200,27,0,0,0,0,87,51,43,0,0,227,0,0,0
North Carolina,Granville,2017,243,210,33,0,0,0,0,93,51,43,0,0,243,0,0,0
North Carolina,Guilford,2017,365,289,75,1,0,0,0,112,59,42,0,0,201,0,149,15
North Carolina,Haywood,2017,361,223,95,38,5,0,0,183,105,46,0,0,176,165,20,0
North Carolina,Hyde,2017,114,113,1,0,0,0,0,52,35,18,0,0,0,0,114,0
North Carolina,Jackson,2017,256,206,50,0,0,0,0,100,64,44,0,0,199,0,57,0
North Carolina,Johnston,2017,365,289,76,0,0,0,0,93,56,40,0,0,160,0,205,0
North Carolina,Lee,2017,360,276,84,0,0,0,0,97,58,43,0,0,211,0,149,0
North Carolina,Lenoir,2017,304,279,25,0,0,0,0,90,50,35,0,0,240,0,0,64
North Carolina,Lincoln,2017,238,207,31,0,0,0,0,93,54,42,0,0,238,0,0,0
North Carolina,Macon,2017,347,335,12,0,0,0,0,74,46,33,0,0,347,0,0,0
North Carolina,Martin,2017,303,290,13,0,0,0,0,74,48,34,0,0,244,59,0,0
North Carolina,Mecklenburg,2017,365,228,134,3,0,0,0,115,64,46,0,2,184,0,179,0
North Carolina,Mitchell,2017,338,313,25,0,0,0,0,93,47,25,0,0,0,0,338,0
North Carolina,Montgomery,2017,365,343,22,0,0,0,0,71,49,38,0,0,270,0,95,0
North Carolina,New Hanover,2017,365,340,25,0,0,0,0,67,48,33,0,0,178,12,175,0
North Carolina,Person,2017,361,338,22,1,0,0,0,110,49,35,0,0,238,123,0,0
North Carolina,Pitt,2017,365,313,52,0,0,0,0,87,54,39,0,0,189,0,176,0
North Carolina,Rockingham,2017,303,271,32,0,0,0,0,84,51,39,0,0,240,63,0,0
North Carolina,Rowan,2017,355,331,24,0,0,0,0,80,49,38,0,0,355,0,0,0
North Carolina,Swain,2017,365,309,56,0,0,0,0,71,53,38,0,0,185,0,180,0
North Carolina,Union,2017,236,204,31,1,0,0,0,115,58,43,0,0,236,0,0,0
North Carolina,Wake,2017,365,252,113,0,0,0,0,100,61,44,0,5,161,0,199,0
North Carolina,Yancey,2017,202,155,47,0,0,0,0,93,61,44,0,0,202,0,0,0
North Dakota,Billings,2017,364,325,37,1,1,0,0,154,51,37,0,0,334,0,30,0
North Dakota,Burke,2017,363,331,31,1,0,0,0,135,50,35,0,1,309,1,50,2
North Dakota,Burleigh,2017,364,319,42,2,1,0,0,198,52,35,0,9,241,1,103,10
North Dakota,Cass,2017,362,306,56,0,0,0,0,77,52,38,0,1,174,0,172,15
North Dakota,Dunn,2017,330,305,23,1,1,0,0,155,49,35,0,0,258,0,72,0
North Dakota,McKenzie,2017,362,326,34,1,1,0,0,154,50,35,0,0,290,7,62,3
North Dakota,Mercer,2017,365,329,33,2,1,0,0,157,50,35,0,1,298,23,39,4
North Dakota,Oliver,2017,362,321,40,0,1,0,0,162,53,37,0,0,295,1,66,0
North Dakota,Stutsman,2017,365,355,9,1,0,0,0,108,31,10,0,0,0,36,0,329
North Dakota,Ward,2017,343,323,18,2,0,0,0,135,46,32,0,0,271,0,63,9
North Dakota,Williams,2017,365,312,50,3,0,0,0,131,54,37,0,0,247,47,67,4
Ohio,Adams,2017,365,359,6,0,0,0,0,85,35,23,0,0,0,1,364,0
Ohio,Allen,2017,365,316,48,1,0,0,0,112,54,37,0,0,231,0,134,0
Ohio,Ashtabula,2017,365,332,31,2,0,0,0,143,50,34,0,0,245,120,0,0
Ohio,Athens,2017,59,56,3,0,0,0,0,56,44,26,0,0,0,0,59,0
Ohio,Belmont,2017,365,354,11,0,0,0,0,75,36,15,1,255,0,0,101,8
Ohio,Butler,2017,365,275,83,7,0,0,0,126,67,42,0,0,290,10,62,3
Ohio,Clark,2017,365,266,97,2,0,0,0,105,63,41,0,0,184,0,181,0
Ohio,Clermont,2017,365,272,91,2,0,0,0,129,60,42,0,0,169,0,196,0
Ohio,Clinton,2017,245,206,36,3,0,0,0,143,61,42,0,0,245,0,0,0
Ohio,Columbiana,2017,365,365,0,0,0,0,0,26,13,3,0,0,0,304,0,61
Ohio,Cuyahoga,2017,365,229,131,5,0,0,0,126,70,44,0,16,190,10,143,6
Ohio,Delaware,2017,245,228,17,0,0,0,0,90,49,38,0,0,245,0,0,0
Ohio,Fayette,2017,357,326,30,1,0,0,0,115,49,35,0,0,357,0,0,0
Ohio,Franklin,2017,365,287,75,3,0,0,0,112,61,41,0,30,195,0,137,3
Ohio,Gallia,2017,365,355,9,1,0,0,0,101,30,6,0,0,0,365,0,0
Ohio,Geauga,2017,245,192,49,4,0,0,0,122,67,43,0,0,245,0,0,0
Ohio,Greene,2017,364,287,76,1,0,0,0,101,58,40,0,0,187,0,177,0
Ohio,Hamilton,2017,365,190,170,5,0,0,0,129,70,50,0,20,138,0,207,0
Ohio,Jefferson,2017,365,189,175,1,0,0,0,110,67,50,0,0,85,10,270,0
Ohio,Knox,2017,245,223,22,0,0,0,0,100,50,38,0,0,245,0,0,0
Ohio,Lake,2017,365,299,60,6,0,0,0,147,64,38,1,0,205,2,157,0
Ohio,Lawrence,2017,365,331,32,1,1,0,0,159,49,36,0,0,222,0,143,0
Ohio,Licking,2017,245,221,24,0,0,0,0,100,50,39,0,0,245,0,0,0
Ohio,Lorain,2017,365,323,41,1,0,0,0,101,52,36,0,0,227,0,137,1
Ohio,Lucas,2017,365,282,79,4,0,0,0,126,64,41,0,0,193,3,169,0
Ohio,Madison,2017,244,211,32,1,0,0,0,105,54,41,0,0,244,0,0,0
Ohio,Mahoning,2017,365,302,63,0,0,0,0,80,55,36,0,0,132,0,233,0
Ohio,Medina,2017,364,292,72,0,0,0,0,100,58,40,0,0,207,0,157,0
Ohio,Miami,2017,245,210,34,1,0,0,0,101,58,40,0,0,245,0,0,0
Ohio,Montgomery,2017,365,288,76,1,0,0,0,101,61,40,12,0,197,0,156,0
Ohio,Morgan,2017,362,361,1,0,0,0,0,56,9,1,0,0,0,362,0,0
Ohio,Noble,2017,354,324,30,0,0,0,0,97,49,38,0,0,333,0,21,0
Ohio,Portage,2017,281,248,33,0,0,0,0,97,51,39,0,0,227,0,54,0
Ohio,Preble,2017,364,300,63,1,0,0,0,108,55,39,1,0,247,0,116,0
Ohio,Scioto,2017,365,358,7,0,0,0,0,67,30,13,0,0,0,28,96,241
Ohio,Stark,2017,365,250,113,2,0,0,0,119,64,44,5,0,180,0,180,0
Ohio,Summit,2017,365,273,92,0,0,0,0,97,59,39,0,0,175,0,190,0
Ohio,Trumbull,2017,352,276,74,2,0,0,0,115,58,41,0,0,174,0,178,0
Ohio,Warren,2017,358,253,104,1,0,0,0,115,62,44,0,0,184,0,174,0
Ohio,Washington,2017,245,219,26,0,0,0,0,97,51,41,0,0,245,0,0,0
Ohio,Wood,2017,245,217,28,0,0,0,0,97,54,38,0,0,245,0,0,0
Oklahoma,Adair,2017,362,305,57,0,0,0,0,97,54,41,0,0,220,0,142,0
Oklahoma,Bryan,2017,294,262,32,0,0,0,0,93,51,39,0,0,294,0,0,0
Oklahoma,Caddo,2017,111,107,4,0,0,0,0,58,45,35,0,0,111,0,0,0
Oklahoma,Canadian,2017,362,307,54,1,0,0,0,105,61,38,0,14,348,0,0,0
Oklahoma,Carter,2017,310,265,45,0,0,0,0,78,52,33,0,0,0,0,310,0
Oklahoma,Cherokee,2017,280,261,19,0,0,0,0,71,49,39,0,0,280,0,0,0
Oklahoma,Choctaw,2017,271,257,14,0,0,0,0,87,48,38,0,0,271,0,0,0
Oklahoma,Cleveland,2017,362,280,80,2,0,0,0,105,64,43,0,0,248,0,114,0
Oklahoma,Comanche,2017,365,307,57,1,0,0,0,115,54,40,0,0,242,0,123,0
Oklahoma,Creek,2017,364,323,41,0,0,0,0,97,51,39,0,0,364,0,0,0
Oklahoma,Custer,2017,305,302,3,0,0,0,0,88,30,17,0,0,0,0,0,305
Oklahoma,Dewey,2017,358,289,67,2,0,0,0,134,61,41,0,0,315,0,43,0
Oklahoma,Garfield,2017,353,340,12,1,0,0,0,101,24,0,0,0,0,353,0,0
Oklahoma,Grady,2017,94,94,0,0,0,0,0,20,16,8,0,94,0,0,0,0
Oklahoma,Jefferson,2017,246,207,38,1,0,0,0,108,58,41,0,0,246,0,0,0
Oklahoma,Kay,2017,365,237,128,0,0,0,0,90,61,45,0,0,118,1,246,0
Oklahoma,Lincoln,2017,17,17,0,0,0,0,0,43,37,22,0,0,2,0,14,1
Oklahoma,Love,2017,270,203,59,7,1,0,0,151,74,44,0,0,270,0,0,0
Oklahoma,Mayes,2017,363,339,24,0,0,0,0,71,47,37,0,0,285,78,0,0
Oklahoma,McClain,2017,358,304,52,2,0,0,0,115,64,39,0,0,358,0,0,0
Oklahoma,Muskogee,2017,359,343,16,0,0,0,0,91,38,19,0,0,0,122,0,237
Oklahoma,Oklahoma,2017,365,244,115,6,0,0,0,119,66,46,0,18,226,0,120,1
Oklahoma,Osage,2017,358,316,41,1,0,0,0,108,51,39,0,0,358,0,0,0
Oklahoma,Ottawa,2017,365,255,110,0,0,0,0,93,58,43,0,0,150,0,214,1
Oklahoma,Pittsburg,2017,357,281,76,0,0,0,0,100,59,40,0,0,228,0,129,0
Oklahoma,Sequoyah,2017,358,326,32,0,0,0,0,74,49,36,0,43,243,0,72,0
Oklahoma,Tulsa,2017,365,198,166,1,0,0,0,102,67,48,0,1,178,0,186,0
Oklahoma,Washington,2017,365,269,94,2,0,0,0,108,60,42,0,0,237,0,128,0
Oregon,Baker,2017,365,308,51,3,3,0,0,170,62,23,0,0,0,0,365,0
Oregon,Benton,2017,357,319,36,2,0,0,0,138,52,15,0,0,0,0,357,0
Oregon,Clackamas,2017,216,185,19,9,2,1,0,212,71,32,0,0,127,0,89,0
Oregon,Columbia,2017,346,320,22,2,2,0,0,154,46,26,0,0,128,0,218,0
Oregon,Crook,2017,357,260,81,8,8,0,0,199,75,26,0,0,0,0,357,0
Oregon,Deschutes,2017,365,292,45,2,15,8,3,365,81,20,0,0,0,0,365,0
Oregon,Douglas,2017,359,303,49,4,3,0,0,166,57,22,0,0,0,0,359,0
Oregon,Grant,2017,358,257,89,10,2,0,0,168,66,32,0,0,0,0,358,0
Oregon,Harney,2017,365,248,109,6,2,0,0,169,71,33,0,0,0,0,365,0
Oregon,Jackson,2017,365,235,99,16,11,2,2,356,94,41,0,0,108,0,257,0
Oregon,Jefferson,2017,92,58,25,5,3,1,0,218,99,28,0,0,0,0,92,0
Oregon,Josephine,2017,365,249,95,5,10,5,1,333,77,31,0,0,0,0,365,0
Oregon,Klamath,2017,361,244,91,15,10,1,0,254,91,30,0,0,0,0,361,0
Oregon,Lake,2017,363,288,57,14,4,0,0,162,71,22,0,0,0,0,363,0
Oregon,Lane,2017,365,238,97,16,11,2,1,380,91,39,0,0,92,0,270,3
Oregon,Linn,2017,365,295,61,4,5,0,0,177,61,24,0,0,0,0,365,0
Oregon,Marion,2017,362,303,50,9,0,0,0,150,58,30,0,0,141,0,221,0
Oregon,Multnomah,2017,365,314,45,1,5,0,0,162,58,34,0,19,198,0,148,0
Oregon,Umatilla,2017,365,255,98,9,2,1,0,227,67,40,0,0,128,0,237,0
Oregon,Union,2017,365,304,50,8,3,0,0,196,62,23,0,0,0,0,362,3
Oregon,Wallowa,2017,353,294,50,6,3,0,0,170,60,20,0,0,0,0,353,0
Oregon,Wasco,2017,364,282,66,7,8,1,0,253,68,35,0,0,121,0,243,0
Oregon,Washington,2017,365,291,62,10,2,0,0,169,67,34,0,34,198,0,133,0
Pennsylvania,Adams,2017,365,292,72,1,0,0,0,129,56,41,0,0,261,0,104,0
Pennsylvania,Allegheny,2017,365,161,173,30,1,0,0,164,96,54,0,0,140,25,199,1
Pennsylvania,Armstrong,2017,361,238,123,0,0,0,0,93,64,44,0,0,193,0,168,0
Pennsylvania,Beaver,2017,365,211,152,2,0,0,0,105,67,47,0,1,170,1,193,0
Pennsylvania,Berks,2017,365,246,114,5,0,0,0,122,67,44,0,0,213,0,152,0
Pennsylvania,Blair,2017,362,291,71,0,0,0,0,88,58,42,0,0,221,0,141,0
Pennsylvania,Bradford,2017,362,316,46,0,0,0,0,74,52,37,0,0,213,0,149,0
Pennsylvania,Bucks,2017,335,289,34,12,0,0,0,143,61,34,0,0,335,0,0,0
Pennsylvania,Cambria,2017,364,209,155,0,0,0,0,91,66,48,0,3,121,2,237,1
Pennsylvania,Centre,2017,365,253,112,0,0,0,0,100,61,45,0,0,204,0,161,0
Pennsylvania,Chester,2017,364,221,138,5,0,0,0,136,66,45,0,0,140,0,224,0
Pennsylvania,Clearfield,2017,346,317,29,0,0,0,0,84,49,36,0,0,346,0,0,0
Pennsylvania,Cumberland,2017,359,287,71,1,0,0,0,103,56,32,0,0,0,0,359,0
Pennsylvania,Dauphin,2017,365,275,89,1,0,0,0,110,61,42,0,0,189,0,176,0
Pennsylvania,Delaware,2017,365,244,119,2,0,0,0,119,66,44,0,13,167,2,183,0
Pennsylvania,Elk,2017,342,326,16,0,0,0,0,90,47,35,0,0,342,0,0,0
Pennsylvania,Erie,2017,365,290,74,1,0,0,0,122,56,38,0,2,240,0,123,0
Pennsylvania,Franklin,2017,358,354,4,0,0,0,0,67,45,33,0,0,358,0,0,0
Pennsylvania,Greene,2017,356,312,44,0,0,0,0,93,53,38,0,0,264,0,92,0
Pennsylvania,Indiana,2017,362,328,33,1,0,0,0,104,50,37,0,0,346,16,0,0
Pennsylvania,Lackawanna,2017,364,286,78,0,0,0,0,90,56,40,0,20,193,0,151,0
Pennsylvania,Lancaster,2017,365,205,156,4,0,0,0,128,68,48,0,0,109,0,256,0
Pennsylvania,Lawrence,2017,365,332,33,0,0,0,0,90,49,34,0,0,363,2,0,0
Pennsylvania,Lebanon,2017,365,181,183,1,0,0,0,127,69,51,0,0,121,0,244,0
Pennsylvania,Lehigh,2017,365,294,70,1,0,0,0,115,57,38,0,0,232,0,129,4
Pennsylvania,Luzerne,2017,365,354,11,0,0,0,0,71,44,33,0,0,354,0,0,11
Pennsylvania,Lycoming,2017,364,343,21,0,0,0,0,84,46,33,0,0,329,0,0,35
Pennsylvania,Mercer,2017,365,199,164,2,0,0,0,108,66,49,0,0,130,0,235,0
Pennsylvania,Monroe,2017,364,305,59,0,0,0,0,100,55,38,0,0,248,0,116,0
Pennsylvania,Montgomery,2017,364,268,89,7,0,0,0,129,66,40,0,0,225,0,139,0
Pennsylvania,Northampton,2017,365,181,178,3,3,0,0,200,77,51,0,0,134,7,224,0
Pennsylvania,Philadelphia,2017,365,190,163,10,2,0,0,166,71,50,0,8,136,0,220,1
Pennsylvania,Somerset,2017,363,342,21,0,0,0,0,97,47,36,0,0,363,0,0,0
Pennsylvania,Tioga,2017,363,252,111,0,0,0,0,84,58,43,0,0,167,0,196,0
Pennsylvania,Warren,2017,365,358,6,1,0,0,0,105,24,10,0,0,0,365,0,0
Pennsylvania,Washington,2017,365,215,149,1,0,0,0,114,67,47,0,1,144,2,218,0
Pennsylvania,Westmoreland,2017,362,211,151,0,0,0,0,100,64,46,0,0,110,0,252,0
Pennsylvania,York,2017,365,266,99,0,0,0,0,93,61,43,0,14,211,1,139,0
Puerto Rico,Adjuntas,2017,47,41,6,0,0,0,0,89,55,28,0,0,0,0,47,0
Puerto Rico,Bayamon,2017,221,130,87,4,0,0,0,132,72,40,0,0,43,63,115,0
Puerto Rico,Caguas,2017,222,205,16,1,0,0,0,101,47,24,65,157,0,0,0,0
Puerto Rico,Catano,2017,253,219,32,2,0,0,0,116,55,28,0,0,83,6,149,15
Puerto Rico,Fajardo,2017,44,37,5,2,0,0,0,108,70,28,0,0,0,0,34,10
Puerto Rico,Guayama,2017,172,166,6,0,0,0,0,83,30,3,0,0,0,128,44,0
Puerto Rico,Guayanilla,2017,47,37,10,0,0,0,0,78,56,24,0,0,0,0,47,0
Puerto Rico,Guaynabo,2017,235,224,10,0,1,0,0,151,31,12,72,122,0,0,39,2
Puerto Rico,Juncos,2017,195,194,1,0,0,0,0,90,9,5,0,0,195,0,0,0
Puerto Rico,Ponce,2017,241,200,40,0,0,1,0,234,55,30,4,0,0,0,57,180
Puerto Rico,Salinas,2017,235,235,0,0,0,0,0,29,14,3,0,0,0,235,0,0
Puerto Rico,San Juan,2017,246,246,0,0,0,0,0,35,17,8,246,0,0,0,0,0
Rhode Island,Kent,2017,349,329,15,5,0,0,0,133,47,30,0,0,190,0,159,0
Rhode Island,Providence,2017,365,294,67,4,0,0,0,150,57,40,0,25,216,0,124,0
Rhode Island,Washington,2017,362,333,24,4,1,0,0,151,48,33,0,0,206,0,156,0
South Carolina,Abbeville,2017,9,9,0,0,0,0,0,33,33,25,0,0,9,0,0,0
South Carolina,Aiken,2017,269,259,10,0,0,0,0,71,48,38,0,0,269,0,0,0
South Carolina,Anderson,2017,264,254,10,0,0,0,0,80,45,37,0,0,264,0,0,0
South Carolina,Berkeley,2017,248,234,14,0,0,0,0,90,47,33,0,0,248,0,0,0
South Carolina,Charleston,2017,361,303,57,1,0,0,0,101,55,39,0,4,194,1,160,2
South Carolina,Chesterfield,2017,358,322,35,1,0,0,0,112,51,38,0,0,267,0,90,1
South Carolina,Colleton,2017,357,309,48,0,0,0,0,82,52,36,0,0,184,0,173,0
South Carolina,Darlington,2017,274,254,20,0,0,0,0,77,49,39,0,0,274,0,0,0
South Carolina,Edgefield,2017,344,299,45,0,0,0,0,84,53,39,0,0,199,0,145,0
South Carolina,Florence,2017,273,247,26,0,0,0,0,68,50,29,0,0,0,0,273,0
South Carolina,Georgetown,2017,304,303,1,0,0,0,0,63,30,15,0,0,0,0,0,304
South Carolina,Greenville,2017,365,263,102,0,0,0,0,97,59,43,0,5,209,0,151,0
South Carolina,Horry,2017,354,350,4,0,0,0,0,64,44,32,0,0,354,0,0,0
South Carolina,Lexington,2017,362,299,63,0,0,0,0,83,55,33,0,0,0,8,316,38
South Carolina,Oconee,2017,363,332,31,0,0,0,0,84,50,37,0,0,300,3,60,0
South Carolina,Pickens,2017,291,265,26,0,0,0,0,84,50,41,0,0,291,0,0,0
South Carolina,Richland,2017,365,300,63,2,0,0,0,113,54,41,0,0,284,0,81,0
South Carolina,Spartanburg,2017,351,271,79,1,0,0,0,108,58,43,0,0,179,0,172,0
South Carolina,York,2017,307,275,31,1,0,0,0,105,54,38,0,0,307,0,0,0
South Dakota,Brookings,2017,365,330,35,0,0,0,0,90,50,34,0,0,292,0,46,27
South Dakota,Brown,2017,122,117,5,0,0,0,0,97,40,23,0,0,0,0,105,17
South Dakota,Codington,2017,364,329,35,0,0,0,0,80,50,31,0,0,0,0,287,77
South Dakota,Custer,2017,363,311,49,2,1,0,0,159,54,42,0,0,338,0,25,0
South Dakota,Hughes,2017,356,349,7,0,0,0,0,98,29,12,0,0,0,0,356,0
South Dakota,Jackson,2017,365,318,45,2,0,0,0,135,54,41,0,0,353,0,12,0
South Dakota,Meade,2017,365,361,4,0,0,0,0,71,37,30,0,0,343,0,0,22
South Dakota,Minnehaha,2017,365,318,47,0,0,0,0,97,53,35,0,4,264,0,89,8
South Dakota,Pennington,2017,365,305,55,4,1,0,0,152,56,30,0,26,0,0,212,127
South Dakota,Union,2017,365,312,53,0,0,0,0,100,54,38,0,0,269,0,92,4
Tennessee,Anderson,2017,364,333,31,0,0,0,0,90,50,34,0,0,245,119,0,0
Tennessee,Blount,2017,365,269,95,1,0,0,0,105,60,44,0,0,251,0,114,0
Tennessee,Claiborne,2017,344,324,20,0,0,0,0,87,47,36,0,0,344,0,0,0
Tennessee,Davidson,2017,365,239,125,1,0,0,0,133,62,44,0,19,124,2,220,0
Tennessee,DeKalb,2017,363,349,14,0,0,0,0,84,46,36,0,0,363,0,0,0
